SOMP;39134;;437.485 ;437.503 ;1200bps AFSK CW;DP0TUD;active
SpinSat;;;437.230 ;;9600bps GFSK;;
SporeSat;39681;;2401.200-2431.200;437.100 ;1200bps AFSK;;
Sprites;;;437.240 ;;125bps  MSK;;
SPROUT;39770;;437.525 ;437.525 ;1k2AFSK 9k6GMSK CW;JQ1ZJQ;active
SPROUT;39770;437.600 ;437.600 ;;Digipeater Digitalker SSTV;;active
SRMSAT;37841;145.900 ;437.500 ;437.425 ;CW;;active
STACEM;;;;;;;failure
STARS (KUKAI mother);33498;;437.485 ;437.305 ;1200bps FM CW;JR5YBN;active
STARS (KUKAI daught);33498;;437.465 ;437.275 ;1200bps FM CW;JR5YBO;active
STARS-II (Mother);39579;;437.405 ;437.245 ;1200bps AFSK CW;JR5YDX;reentered
STARS-II (Daughter);39579;;437.425 ;437.255 ;1200bps AFSK CW;JR5YDY;reentered
STARS-C (Mother);;;437.405 ;437.245 ;1k2 FM CW;;
STARS-C (Daughter);;;437.425 ;437.255 ;1k2 FM CW;;
STRaND-1;39090;;437.568 ;437.568 ;9600bps GMSK;;active
StudSat;36796;437.505 ;437.505 ;437.861 ;9600bps FSK CW;;inactive
STU-1;;;2402.000-2445.000;436.360 ;9600bps GMSK;;failure
Supernova-Beta;;;437.570 ;;1200bps AFSK;;failure
SwampSat;39402;;437.385 ;;9600bps FSK;;inactive
SwissCube-1;35932;;437.505 ;437.505 ;1200bps BFSK CW;HB9EG1;active
TabletSat-Aurora;40017;;435.550/436.100;437.050 ;9600bps GMSK D-STAR;;inactive
TechEdSat;38854;;437.465 ;437.465 ;1200bps FM CW;KJ6TVO;reentered
TechEdSat-3;39415;;437.465 ;437.465 ;1200bps AFSK CW;;inactive
TeikyoSat-3;39576;;437.450 ;437.450 ;1200bps AFSK CW;JQ1ZKM;reentered
TetherSat;;;437.100/437.305;;9600bps GFSK;;inactive
TigriSat;40043;;435.000 ;;9600bps FSK;HNATIG;active
TIsat-1;36799;145.980 ;437.305 ;145.980 ;FM AFSK PSK CW;HB9DE;active
TJ3Sat;39385;;;437.320 ;CW;;inactive
TO-31 (TMSAT-1);25396;145.925/145.975;436.925/436.900;436.925 ;9600bps FSK;TMSAT1-11 -12;inactive
Trailblazer-1;39400;;437.425 ;;9600bps FSK;;inactive
Triton-1;39427;435.xxx;145.818/145.823;2408.000 ;1200bps RC-BPSK CW;TRIV0 TRIV1;active
TSAT (TestSat-Lite);39682;;;;;;
TSUBAME;;;437.505 ;437.275 ;1200bps AFSK CW;JQ1ZHX;inactive
TugSat-1 (CanX-3B);39091;;145.890/437.365;2234.400 ;32Kbps-256Kbps BPSK;;inactive
TURKSAT-3USAT;39152;145.940-145.990;435.200-435.250;437.225 ;Transponder CW;;inactive
TW-1A;40928;;435.645 ;;4k8/9k6 GMSK;;active
TW-1B;40927;;437.645 ;;4k8/9k6 GMSK;;active
TW-1C;40926;;435.645 ;;4k8/9k6 GMSK;;active
UAPSat-1;39571;145.980 ;437.385 ;437.385 ;1200bps AFSK;OA0UAP-1;inactive
UKube-1;40074;435.020-435.040;145.960-145.940;;Transponder;;
UKube-1;40074;;145.805/2401.000;145.840 ;1200bps BPSK CW;UKUBE1;active
UniBRITE (CanX-3A);39092;;145.890 ;145.890 ;CW;;inactive
UNICubeSAT;38085;;437.305 ;437.305 ;9600bps FSK;;inactive
UNIFORM-1;39767;;;;;(non-amateur);
UniSat-5;39421;;437.175/437.425;;9600bps GMSK;;inactive
UniSat-6;40012;;437.425 ;;9600bps GMSK;II0US;active
UNITEC-1;36578;;5840.000 ;5840.000 ;1200bps AFSK CW;JQ1ZUN;earth escape
UNSA-SAT1;;;3.4GHz;;230Kbps BPSK;;
UO-11 (UoSAT-2);14781;;145.826/435.025;2401.500 ;(V)FM (S)PSK;UOSAT-2;active
UO-14 (UoSAT-3);20437;145.975 ;435.070 ;;FM;;inactive
UO-22 (UoSAT-5);21575;145.900/145.975;435.120 ;435.120 ;9600bps FSK;UOSAT5-11 -12;inactive
UO-36 (UoSAT-12);25693;145.960 ;437.400/437.025;437.400 ;38400bps FSK;UO121-11 -12;inactive
UO-9 (UoSAT-1);12888;;145.825/435.025;2401.000 ;SSB CW;;reentered
USS Langley;;28.120/145.825;437.475/435.350;2404.000 ;9600bps FSK PSK31;;inactive
UWE-1;28892;;437.505 ;437.505 ;1200bps AFSK;DP0UWE;inactive
UWE-2;35934;;437.385 ;437.385 ;1200bps AFSK CW;;inactive
UWE-3;39446;;435.000/436.395/437.385;;9600bps GMSK CW;DP0UWG;active
VELOX-I;40057;;145.980 ;145.980 ;9600bps FSK CW;VELOXI;active
VELOX-P2;39438;437.305 ;145.980 ;145.980 ;1200bps BPSK CW;;inactive
VELOX-2;41171;;145.930 ;;1200bps BPSK CW;VELOX2;active
Venta-1;;;437.325 ;;;;
Vermont Lunar;39407;;437.305 ;;9600bps FSK;W1VTC2;reentered
VO-52 (Hamsat);28650;435.220-435.280;145.930-145.870;145.936 ;SSB Carrier;Indian;inactive
VO-52 (Hamsat);28650;435.225-435.275;145.925-145.875;145.860 ;SSB CW;Dutch;inactive
Waseda-SAT2;36574;;437.485 ;437.485 ;1200bps PCMFSK CW;WASEDA;reentered
Waseda-Sat3;;;437.290 ;437.290 ;1k2 PCMFSK CW;;
WE_WISH;38856;;437.515 ;437.505 ;2400bps FM SSTV CW;JQ1ZIJ;reentered
WNISAT-1;39423;;467.674 ;;;(non-amateur);
WO-18 (WEBERSAT);20441;;437.104/437.075;;1200bps PSK;;inactive
WO-39 (JAWSAT);26061;145.860 ;437.070/437.175;;9600bps FSK;;inactive
Wren;39435;;437.405 ;437.405 ;1200bps FSK CW;;inactive
Xatcobeo;38082;;437.365/145.940;437.365 ;1200bps FFSK SSR CW;;active
XO-53 (SSETI);28894;;437.250 ;437.250 ;9600bps FSK;SSETI1;inactive
ZACube-1;39417;145.860 ;437.356 ;14.099 ;1k2AFSK 9k6GMSK CW;123456;active
4M-LXS;;;145.980 ;;WSJT-JT65B;LX0OHB;active
